"","contact_serial_no","infant_serial_no","contact_age","contact_time"
"2625","4C-11-004-03","4C-11-004",48,3
"2626","4C-11-004-04","4C-11-004",49,3
"2627","4C-11-005-01","4C-11-005",34,3
"2628","4C-11-005-02","4C-11-005",59,3
"2629","4C-11-005-03","4C-11-005",38,3
"2630","4C-11-005-04","4C-11-005",9,3
"2631","4C-11-005-05","4C-11-005",36,3
"2632","4C-11-006-01","4C-11-006",28,3
"2633","4C-11-006-02","4C-11-006",32,3
"2634","4C-11-006-03","4C-11-006",56,2
"2635","4C-11-006-04","4C-11-006",55,2
"2636","4C-11-006-05","4C-11-006",76,2
"2637","4C-11-006-06","4C-11-006",25,2
"2638","4C-11-007-01","4C-11-007",27,3
"2639","4C-11-007-02","4C-11-007",71,3
"2640","4C-11-007-03","4C-11-007",48,2
"2641","4C-11-007-04","4C-11-007",27,2
"2642","4C-11-007-05","4C-11-007",22,2
"2643","4C-11-008-01","4C-11-008",38,3
"2644","4C-11-008-02","4C-11-008",67,3
"2645","4C-11-009-01","4C-11-009",35,3
"2646","4C-11-009-02","4C-11-009",64,3
"2647","4C-11-009-03","4C-11-009",37,3
"2648","4C-11-009-04","4C-11-009",68,2
"2649","4C-11-009-05","4C-11-009",11,3
"2650","4C-11-010-01","4C-11-010",24,3
"2651","4C-11-010-02","4C-11-010",27,3
"2652","4C-11-010-03","4C-11-010",49,2
"2653","4C-11-010-04","4C-11-010",52,1
"2654","4C-11-010-05","4C-11-010",22,2
"2655","4C-11-011-01","4C-11-011",27,3
"2656","4C-11-011-02","4C-11-011",63,3
"2657","4C-11-011-03","4C-11-011",49,3
"2658","4C-11-011-04","4C-11-011",29,3
"2659","4C-11-011-05","4C-11-011",40,2
"2660","4C-11-012-01","4C-11-012",26,3
"2661","4C-11-012-02","4C-11-012",27,3
"2662","4C-11-012-03","4C-11-012",63,3
"2663","4C-11-012-04","4C-11-012",60,3
"2664","4C-11-013-01","4C-11-013",33,3
"2665","4C-11-013-02","4C-11-013",36,2
"2666","4C-11-013-03","4C-11-013",64,2
"2667","4C-11-013-04","4C-11-013",4,2
"2668","4C-11-014-01","4C-11-014",23,3
"2669","4C-11-014-02","4C-11-014",25,3
"2670","4C-11-014-03","4C-11-014",2,3
"2671","4C-11-014-04","4C-11-014",68,3
"2672","4C-11-014-05","4C-11-014",68,3
"2673","4C-11-015-01","4C-11-015",40,3
"2674","4C-11-015-02","4C-11-015",38,3
"2675","4C-11-016-01","4C-11-016",31,3
"2676","4C-11-016-02","4C-11-016",54,3
"2677","4C-11-016-03","4C-11-016",53,2
"2678","4C-11-016-04","4C-11-016",29,2
"2679","4C-11-016-05","4C-11-016",24,2
"2680","4C-11-017-01","4C-11-017",32,3
"2681","4C-11-017-02","4C-11-017",37,3
"2682","4C-11-017-03","4C-11-017",61,3
"2683","4C-11-017-04","4C-11-017",5,3
"2684","4C-11-017-05","4C-11-017",62,2
"2685","4C-11-018-01","4C-11-018",31,3
"2686","4C-11-018-02","4C-11-018",32,3
"2687","4C-11-019-01","4C-11-019",37,3
"2688","4C-11-019-02","4C-11-019",38,3
"2689","4C-11-019-03","4C-11-019",6,3
"2690","4C-11-019-04","4C-11-019",0,2
"2691","4C-11-020-01","4C-11-020",30,3
"2692","4C-11-020-02","4C-11-020",37,3
"2693","4C-11-020-03","4C-11-020",74,2
"2694","4C-11-020-04","4C-11-020",53,2
"2695","4C-11-020-05","4C-11-020",35,2
"2696","4C-11-020-06","4C-11-020",0,2
"2697","4C-11-021-01","4C-11-021",32,3
"2698","4C-11-021-02","4C-11-021",55,3
"2699","4C-11-021-03","4C-11-021",38,3
"2700","4C-11-021-04","4C-11-021",56,3
"2701","4C-11-021-05","4C-11-021",0,2
"2702","4C-11-021-06","4C-11-021",0,2
"2703","4C-11-021-07","4C-11-021",3,2
"2704","4C-11-022-01","4C-11-022",21,3
"2705","4C-11-022-02","4C-11-022",45,3
"2706","4C-11-022-03","4C-11-022",46,2
"2707","4C-11-022-04","4C-11-022",24,3
"2708","4C-11-022-05","4C-11-022",72,2
"2709","4C-11-022-06","4C-11-022",77,1
"2710","4C-11-022-07","4C-11-022",50,2
"2711","4C-11-022-08","4C-11-022",44,2
"2712","4C-11-022-09","4C-11-022",20,1
"2713","4C-11-022-10","4C-11-022",15,1
"2714","4C-11-023-01","4C-11-023",29,3
"2715","4C-11-023-02","4C-11-023",29,3
"2716","4C-11-023-03","4C-11-023",3,2
"2717","4C-11-024-01","4C-11-024",35,3
"2718","4C-11-024-02","4C-11-024",75,3
"2719","4C-11-024-03","4C-11-024",39,3
"2720","4C-11-024-04","4C-11-024",9,3
"2721","4C-11-025-01","4C-11-025",34,3
"2722","4C-11-025-02","4C-11-025",38,3
"2723","4C-11-025-03","4C-11-025",6,3
"2724","4C-11-025-04","4C-11-025",52,3
"2725","4C-11-026-01","4C-11-026",27,3
"2726","4C-11-026-02","4C-11-026",37,3
"2727","4C-11-026-03","4C-11-026",76,3
"2728","4C-11-027-01","4C-11-027",62,3
"2729","4C-11-027-02","4C-11-027",42,3
"2730","4C-11-027-03","4C-11-027",47,3
"2731","4C-11-027-04","4C-11-027",8,3
"2732","4C-11-027-05","4C-11-027",10,3
"2733","4C-11-028-01","4C-11-028",22,3
"2734","4C-11-028-02","4C-11-028",51,3
"2735","4C-11-028-03","4C-11-028",0,2
"2736","4C-11-028-04","4C-11-028",27,3
"2737","4C-11-028-05","4C-11-028",47,3
"2738","4C-11-029-01","4C-11-029",35,3
"2739","4C-11-029-02","4C-11-029",78,3
"2740","4C-11-029-03","4C-11-029",38,3
"2741","4C-11-029-04","4C-11-029",29,2
"2742","4C-11-029-05","4C-11-029",8,3
"2743","4C-11-030-01","4C-11-030",22,3
"2744","4C-11-030-02","4C-11-030",51,3
"2745","4C-11-030-03","4C-11-030",53,2
"2746","4C-11-031-01","4C-11-031",32,3
"2747","4C-11-031-02","4C-11-031",33,3
"2748","4C-11-031-03","4C-11-031",5,2
"2749","4C-11-032-01","4C-11-032",25,2
"2750","4C-11-032-02","4C-11-032",28,2
"2751","4C-11-032-03","4C-11-032",2,2
"2752","4C-11-032-04","4C-11-032",45,2
"2753","4C-11-032-05","4C-11-032",52,2
"2754","4C-11-032-06","4C-11-032",25,1
"2755","4C-11-032-07","4C-11-032",28,2
"2756","4C-11-033-01","4C-11-033",29,3
"2757","4C-11-033-02","4C-11-033",24,3
"2758","4C-11-034-01","4C-11-034",25,3
"2759","4C-11-034-02","4C-11-034",27,3
"2760","4C-11-034-03","4C-11-034",33,2
"2761","4C-11-034-04","4C-11-034",1,2
"2762","4C-11-035-01","4C-11-035",31,3
"2763","4C-11-035-02","4C-11-035",31,3
"2764","4C-11-035-03","4C-11-035",59,3
"2765","4C-11-035-04","4C-11-035",22,2
"2766","4C-11-036-01","4C-11-036",20,3
"2767","4C-11-036-02","4C-11-036",46,3
"2768","4C-11-036-03","4C-11-036",46,3
"2769","4C-11-036-04","4C-11-036",23,2
"2770","4C-11-036-05","4C-11-036",17,3
"2771","4C-11-036-06","4C-11-036",0,1
"2772","4C-11-038-01","4C-11-038",38,3
"2773","4C-11-038-02","4C-11-038",56,3
"2774","4C-11-038-03","4C-11-038",41,3
"2775","4C-11-038-04","4C-11-038",14,2
"2776","4C-11-039-01","4C-11-039",23,3
"2777","4C-11-039-02","4C-11-039",28,3
"2778","4C-11-039-03","4C-11-039",55,2
"2779","4C-11-039-04","4C-11-039",55,3
"2780","4C-11-040-01","4C-11-040",78,3
"2781","4C-11-040-02","4C-11-040",28,3
"2782","4C-11-040-03","4C-11-040",38,3
"2783","4C-11-040-04","4C-11-040",29,3
"2784","4C-11-041-01","4C-11-041",27,3
"2785","4C-11-041-02","4C-11-041",2,3
"2786","4C-11-041-03","4C-11-041",33,3
"2787","4C-11-042-01","4C-11-042",25,3
"2788","4C-11-042-02","4C-11-042",27,3
"2789","4C-11-042-03","4C-11-042",50,3
"2790","4C-11-042-04","4C-11-042",47,2
"2791","4C-11-042-05","4C-11-042",23,2
"2792","4C-11-042-06","4C-11-042",0,2
"2793","4C-11-043-01","4C-11-043",33,3
"2794","4C-11-043-02","4C-11-043",62,2
"2795","4C-11-043-03","4C-11-043",33,3
"2796","4C-11-043-04","4C-11-043",5,3
"2797","4C-11-044-01","4C-11-044",31,3
"2798","4C-11-044-02","4C-11-044",33,2
"2799","4C-11-044-03","4C-11-044",61,2
"2800","4C-11-044-04","4C-11-044",58,3
"2801","4C-11-044-05","4C-11-044",34,2
"2802","4C-11-045-01","4C-11-045",27,3
"2803","4C-11-045-02","4C-11-045",28,3
"2804","4C-11-045-03","4C-11-045",60,3
"2805","4C-11-045-04","4C-11-045",3,3
"2806","4C-11-045-05","4C-11-045",3,3
"2807","4C-11-045-06","4C-11-045",29,3
"2808","4C-11-045-07","4C-11-045",25,3
"2809","4C-11-045-08","4C-11-045",0,3
"2810","4C-11-046-01","4C-11-046",30,3
"2811","4C-11-046-02","4C-11-046",30,3
"2812","4C-11-046-03","4C-11-046",59,3
"2813","4C-11-046-04","4C-11-046",60,3
"2814","4C-11-047-01","4C-11-047",24,3
"2815","4C-11-047-02","4C-11-047",25,3
"2816","4C-11-047-03","4C-11-047",54,2
"2817","4C-11-047-04","4C-11-047",57,2
"2818","4C-11-048-01","4C-11-048",24,3
"2819","4C-11-048-02","4C-11-048",29,3
"2820","4C-11-048-03","4C-11-048",55,3
"2821","4C-11-049-01","4C-11-049",25,3
"2822","4C-11-049-02","4C-11-049",30,3
"2823","4C-11-049-03","4C-11-049",59,3
"2824","4C-11-049-04","4C-11-049",27,3
"2825","4C-11-049-05","4C-11-049",3,3
"2826","4C-11-049-06","4C-11-049",3,1
"2827","4C-11-049-07","4C-11-049",59,2
"2828","4C-11-049-08","4C-11-049",40,2
"2829","4C-11-049-09","4C-11-049",10,2
"2830","4C-11-049-10","4C-11-049",35,2
"2831","4C-11-049-11","4C-11-049",0,2
"2832","4C-11-049-12","4C-11-049",3,2
"2833","4C-11-050-01","4C-11-050",21,3
"2834","4C-11-050-02","4C-11-050",36,3
"2835","4C-11-050-03","4C-11-050",23,3
"2836","4C-11-050-04","4C-11-050",15,3
"2837","4C-11-051-01","4C-11-051",28,3
"2838","4C-11-051-02","4C-11-051",61,3
"2839","4C-11-051-03","4C-11-051",62,3
"2840","4C-11-051-04","4C-11-051",28,3
"2841","4C-11-051-05","4C-11-051",29,3
"2842","4C-11-051-06","4C-11-051",58,3
"2843","4C-11-051-07","4C-11-051",60,3
"2844","4C-11-052-01","4C-11-052",26,3
"2845","4C-11-052-02","4C-11-052",26,3
"2846","4C-11-052-03","4C-11-052",59,3
"2847","4C-11-052-04","4C-11-052",58,3
"2848","4C-11-053-01","4C-11-053",33,3
"2849","4C-11-053-02","4C-11-053",33,3
"2850","4C-11-053-03","4C-11-053",4,3
"2851","4C-11-053-04","4C-11-053",25,2
"2852","4C-11-053-05","4C-11-053",74,2
"2853","4C-11-054-01","4C-11-054",28,3
"2854","4C-11-054-02","4C-11-054",15,3
"2855","4C-11-054-03","4C-11-054",52,3
"2856","4C-11-054-04","4C-11-054",28,3
"2857","4C-11-055-01","4C-11-055",29,3
"2858","4C-11-055-02","4C-11-055",57,3
"2859","4C-11-055-03","4C-11-055",30,3
"2860","4C-11-055-04","4C-11-055",60,3
"2861","4C-11-056-01","4C-11-056",24,3
"2862","4C-11-056-02","4C-11-056",28,3
"2863","4C-11-056-03","4C-11-056",58,3
"2864","4C-11-057-01","4C-11-057",23,3
"2865","4C-11-057-02","4C-11-057",25,3
"2866","4C-11-057-03","4C-11-057",68,2
"2867","4C-11-057-04","4C-11-057",55,2
"2868","4C-11-057-05","4C-11-057",45,2
"2869","4C-11-057-06","4C-11-057",15,2
"2870","4C-11-058-01","4C-11-058",36,3
"2871","4C-11-058-02","4C-11-058",67,3
"2872","4C-11-058-03","4C-11-058",45,2
"2873","4C-11-058-04","4C-11-058",45,2
"2874","4C-11-058-05","4C-11-058",3,2
"2875","4C-11-059-01","4C-11-059",36,3
"2876","4C-11-059-02","4C-11-059",59,2
"2877","4C-11-059-03","4C-11-059",63,2
"2878","4C-11-059-04","4C-11-059",38,2
"2879","4C-11-059-05","4C-11-059",32,3
"2880","4C-11-059-06","4C-11-059",30,2
"2881","4C-11-059-07","4C-11-059",31,2
"2882","4C-11-059-08","4C-11-059",7,2
"2883","4C-11-060-01","4C-11-060",39,3
"2884","4C-11-060-02","4C-11-060",41,3
"2885","4C-11-060-03","4C-11-060",7,3
"2886","4C-11-079-01","4C-11-079",29,3
"2887","4C-11-079-02","4C-11-079",39,2
"2888","4C-11-079-03","4C-11-079",32,3
"2889","4C-11-079-04","4C-11-079",65,3
"2890","4C-12-001-01","4C-12-001",54,3
"2891","4C-12-001-02","4C-12-001",28,3
"2892","4C-12-001-03","4C-12-001",29,3
"2893","4C-12-001-04","4C-12-001",52,2
"2894","4C-12-001-05","4C-12-001",53,2
"2895","4C-12-001-06","4C-12-001",26,2
"2896","4C-12-001-07","4C-12-001",52,1
"2897","4C-12-002-01","4C-12-002",23,2
"2898","4C-12-002-02","4C-12-002",27,2
"2899","4C-12-002-03","4C-12-002",44,2
"2900","4C-12-002-04","4C-12-002",48,1
"2901","4C-12-002-05","4C-12-002",36,1
"2902","4C-12-003-01","4C-12-003",30,3
"2903","4C-12-003-02","4C-12-003",37,2
"2904","4C-12-003-03","4C-12-003",56,3
"2905","4C-12-003-04","4C-12-003",2,3
"2906","4C-12-003-05","4C-12-003",7,3
"2907","4C-12-004-01","4C-12-004",34,3
"2908","4C-12-004-02","4C-12-004",33,2
"2909","4C-12-004-03","4C-12-004",17,2
"2910","4C-12-004-04","4C-12-004",4,2
"2911","4C-12-004-05","4C-12-004",36,2
"2912","4C-12-004-06","4C-12-004",3,2
"2913","4C-12-004-07","4C-12-004",25,2
"2914","4C-12-005-01","4C-12-005",27,2
"2915","4C-12-005-02","4C-12-005",27,2
"2916","4C-12-005-03","4C-12-005",52,3
"2917","4C-12-005-04","4C-12-005",25,2
"2918","4C-12-005-05","4C-12-005",45,3
"2919","4C-12-005-06","4C-12-005",35,2
"2920","4C-12-005-07","4C-12-005",72,2
"2921","4C-12-006-01","4C-12-006",32,3
"2922","4C-12-006-02","4C-12-006",83,3
"2923","4C-12-006-03","4C-12-006",40,3
"2924","4C-12-006-04","4C-12-006",4,3
"2925","4C-12-006-05","4C-12-006",55,2
"2926","4C-12-007-01","4C-12-007",33,3
"2927","4C-12-007-02","4C-12-007",40,3
"2928","4C-12-007-03","4C-12-007",50,3
"2929","4C-12-007-04","4C-12-007",60,3
"2930","4C-12-007-05","4C-12-007",2,3
"2931","4C-12-007-06","4C-12-007",45,2
"2932","4C-12-007-07","4C-12-007",27,2
"2933","4C-12-007-08","4C-12-007",55,2
"2934","4C-12-007-09","4C-12-007",37,3
"2935","4C-12-008-01","4C-12-008",30,3
"2936","4C-12-008-02","4C-12-008",60,2
"2937","4C-12-008-03","4C-12-008",30,2
"2938","4C-12-008-04","4C-12-008",40,2
"2939","4C-12-008-05","4C-12-008",28,2
"2940","4C-12-008-06","4C-12-008",60,1
"2941","4C-12-008-07","4C-12-008",36,2
"2942","4C-12-008-08","4C-12-008",1,1
"2943","4C-12-008-09","4C-12-008",3,2
"2944","4C-12-009-01","4C-12-009",34,3
"2945","4C-12-009-02","4C-12-009",33,2
"2946","4C-12-009-03","4C-12-009",56,3
"2947","4C-12-009-04","4C-12-009",56,2
"2948","4C-12-009-05","4C-12-009",25,2
"2949","4C-12-009-06","4C-12-009",46,2
"2950","4C-12-009-07","4C-12-009",70,2
"2951","4C-12-009-08","4C-12-009",10,2
"2952","4C-12-010-01","4C-12-010",27,3
"2953","4C-12-010-02","4C-12-010",48,2
"2954","4C-12-010-03","4C-12-010",54,2
"2955","4C-12-010-04","4C-12-010",27,3
"2956","4C-12-011-01","4C-12-011",21,3
"2957","4C-12-011-02","4C-12-011",25,2
"2958","4C-12-011-03","4C-12-011",54,3
"2959","4C-12-011-04","4C-12-011",65,2
"2960","4C-12-011-05","4C-12-011",4,1
"2961","4C-12-011-06","4C-12-011",23,2
"2962","4C-12-012-01","4C-12-012",26,2
"2963","4C-12-012-02","4C-12-012",26,3
"2964","4C-12-012-03","4C-12-012",60,2
"2965","4C-12-012-04","4C-12-012",2,1
"2966","4C-12-013-01","4C-12-013",28,3
"2967","4C-12-013-02","4C-12-013",55,2
"2968","4C-12-013-03","4C-12-013",4,2
"2969","4C-12-013-04","4C-12-013",31,3
"2970","4C-12-013-05","4C-12-013",60,2
"2971","4C-12-014-01","4C-12-014",25,3
"2972","4C-12-014-02","4C-12-014",50,3
"2973","4C-12-014-03","4C-12-014",55,3
"2974","4C-12-014-04","4C-12-014",70,2
"2975","4C-12-014-05","4C-12-014",28,3
"2976","4C-12-014-06","4C-12-014",25,2
"2977","4C-12-014-07","4C-12-014",16,2
"2978","4C-12-014-08","4C-12-014",14,2
"2979","4C-12-014-09","4C-12-014",17,2
"2980","4C-12-014-10","4C-12-014",59,2
"2981","4C-12-014-11","4C-12-014",80,2
"2982","4C-12-015-01","4C-12-015",69,3
"2983","4C-12-015-02","4C-12-015",6,2
"2984","4C-12-015-03","4C-12-015",12,1
"2985","4C-12-015-04","4C-12-015",45,3
"2986","4C-12-015-05","4C-12-015",32,2
"2987","4C-12-015-06","4C-12-015",6,3
"2988","4C-12-015-07","4C-12-015",39,3
"2989","4C-12-016-01","4C-12-016",30,3
"2990","4C-12-016-02","4C-12-016",34,2
"2991","4C-12-016-03","4C-12-016",57,2
"2992","4C-12-016-04","4C-12-016",37,2
"2993","4C-12-016-05","4C-12-016",3,1
"2994","4C-12-018-01","4C-12-018",33,3
"2995","4C-12-018-02","4C-12-018",36,2
"2996","4C-12-018-03","4C-12-018",8,2
"2997","4C-12-020-01","4C-12-020",59,2
"2998","4C-12-020-02","4C-12-020",29,2
"2999","4C-12-020-03","4C-12-020",32,2
"3000","4C-12-021-01","4C-12-021",43,3
"3001","4C-12-021-02","4C-12-021",18,2
"3002","4C-12-021-03","4C-12-021",58,2
"3003","4C-12-021-04","4C-12-021",27,1
"3004","4C-12-021-05","4C-12-021",32,2
"3005","4C-12-021-06","4C-12-021",58,2
"3006","4C-12-021-07","4C-12-021",37,3
"3007","4C-12-022-01","4C-12-022",18,2
"3008","4C-12-022-02","4C-12-022",58,3
"3009","4C-12-022-03","4C-12-022",4,1
"3010","4C-12-022-04","4C-12-022",27,2
"3011","4C-12-022-05","4C-12-022",35,2
"3012","4C-12-022-06","4C-12-022",30,2
"3013","4C-12-022-07","4C-12-022",20,1
"3014","4C-12-022-08","4C-12-022",32,3
"3015","4C-12-023-01","4C-12-023",30,3
"3016","4C-12-023-02","4C-12-023",36,2
"3017","4C-12-023-03","4C-12-023",31,3
"3018","4C-12-023-04","4C-12-023",63,2
"3019","4C-12-023-05","4C-12-023",33,1
"3020","4C-12-023-06","4C-12-023",9,2
"3021","4C-12-023-07","4C-12-023",8,2
"3022","4C-12-023-08","4C-12-023",4,2
"3023","4C-12-023-09","4C-12-023",29,1
"3024","4C-12-024-01","4C-12-024",32,3
"3025","4C-12-024-02","4C-12-024",32,1
"3026","4C-12-024-03","4C-12-024",46,1
"3027","4C-12-024-04","4C-12-024",3,2
"3028","4C-12-024-05","4C-12-024",10,2
"3029","4C-12-025-01","4C-12-025",4,2
"3030","4C-12-025-02","4C-12-025",33,3
"3031","4C-12-025-03","4C-12-025",33,2
"3032","4C-12-025-04","4C-12-025",35,1
"3033","4C-12-025-05","4C-12-025",64,1
"3034","4C-12-025-06","4C-12-025",65,1
"3035","4C-12-026-01","4C-12-026",32,3
"3036","4C-12-026-02","4C-12-026",33,2
"3037","4C-12-026-03","4C-12-026",61,2
"3038","4C-12-026-04","4C-12-026",48,3
"3039","4C-12-027-01","4C-12-027",29,3
"3040","4C-12-027-02","4C-12-027",60,3
"3041","4C-12-027-03","4C-12-027",27,2
"3042","4C-12-027-04","4C-12-027",29,2
"3043","4C-12-027-05","4C-12-027",27,1
"3044","4C-12-027-06","4C-12-027",27,1
"3045","4C-12-028-01","4C-12-028",46,3
"3046","4C-12-028-02","4C-12-028",49,2
"3047","4C-12-028-03","4C-12-028",26,3
"3048","4C-12-028-04","4C-12-028",3,2
"3049","4C-12-028-05","4C-12-028",4,2
"3050","4C-12-028-06","4C-12-028",29,2
"3051","4C-12-029-01","4C-12-029",30,3
"3052","4C-12-029-02","4C-12-029",58,3
"3053","4C-12-029-03","4C-12-029",30,2
"3054","4C-12-029-04","4C-12-029",63,2
"3055","4C-12-029-05","4C-12-029",58,2
"3056","4C-12-030-01","4C-12-030",41,3
"3057","4C-12-030-02","4C-12-030",46,3
"3058","4C-12-030-03","4C-12-030",17,1
"3059","4C-12-030-04","4C-12-030",72,1
"3060","4C-12-030-05","4C-12-030",72,2
"3061","4C-12-031-01","4C-12-031",39,3
"3062","4C-12-031-02","4C-12-031",40,2
"3063","4C-12-031-03","4C-12-031",38,2
"3064","4C-12-031-04","4C-12-031",36,1
"3065","4C-12-031-05","4C-12-031",40,2
"3066","4C-12-031-06","4C-12-031",10,2
"3067","4C-12-032-01","4C-12-032",35,3
"3068","4C-12-032-02","4C-12-032",60,3
"3069","4C-12-032-03","4C-12-032",5,2
"3070","4C-12-033-01","4C-12-033",20,3
"3071","4C-12-033-02","4C-12-033",27,3
"3072","4C-12-033-03","4C-12-033",45,2
"3073","4C-12-033-04","4C-12-033",49,2
"3074","4C-12-033-05","4C-12-033",82,2
"3075","4C-12-033-06","4C-12-033",30,2
"3076","4C-12-033-07","4C-12-033",10,2
"3077","4C-12-034-01","4C-12-034",21,3
"3078","4C-12-034-02","4C-12-034",22,2
"3079","4C-12-034-03","4C-12-034",51,3
"3080","4C-12-034-04","4C-12-034",25,2
"3081","4C-12-034-05","4C-12-034",19,2
"3082","4C-12-035-01","4C-12-035",36,3
"3083","4C-12-035-02","4C-12-035",74,1
"3084","4C-12-035-03","4C-12-035",29,1
"3085","4C-12-035-04","4C-12-035",73,2
"3086","4C-12-035-05","4C-12-035",70,1
"3087","4C-12-035-06","4C-12-035",6,2
"3088","4C-12-035-07","4C-12-035",34,2
"3089","4C-12-036-01","4C-12-036",18,3
"3090","4C-12-036-02","4C-12-036",38,3
"3091","4C-12-036-03","4C-12-036",55,2
"3092","4C-12-036-04","4C-12-036",70,2
"3093","4C-12-036-05","4C-12-036",13,2
"3094","4C-12-036-06","4C-12-036",23,2
"3095","4C-12-036-07","4C-12-036",7,2
"3096","4C-12-036-08","4C-12-036",31,3
"3097","4C-12-037-01","4C-12-037",38,3
"3098","4C-12-037-02","4C-12-037",13,3
"3099","4C-12-037-03","4C-12-037",55,3
"3100","4C-12-037-04","4C-12-037",40,3
"3101","4C-12-037-05","4C-12-037",23,2
"3102","4C-12-037-06","4C-12-037",6,2
"3103","4C-12-037-07","4C-12-037",70,2
"3104","4C-12-038-01","4C-12-038",28,3
"3105","4C-12-038-02","4C-12-038",56,2
"3106","4C-12-038-03","4C-12-038",28,2
"3107","4C-12-038-04","4C-12-038",53,2
"3108","4C-12-038-05","4C-12-038",47,2
"3109","4C-12-038-06","4C-12-038",25,2
"3110","4C-12-039-01","4C-12-039",22,3
"3111","4C-12-039-02","4C-12-039",56,2
"3112","4C-12-039-03","4C-12-039",30,2
"3113","4C-12-039-04","4C-12-039",58,3
"3114","4C-12-039-05","4C-12-039",5,1
"3115","4C-12-039-06","4C-12-039",2,1
"3116","4C-12-040-01","4C-12-040",19,3
"3117","4C-12-040-02","4C-12-040",58,2
"3118","4C-12-040-03","4C-12-040",22,2
"3119","4C-12-041-01","4C-12-041",22,3
"3120","4C-12-041-02","4C-12-041",55,3
"3121","4C-12-041-03","4C-12-041",56,2
"3122","4C-12-041-04","4C-12-041",23,3
"3123","4C-12-041-05","4C-12-041",9,2
"3124","4C-12-041-06","4C-12-041",7,2
"3125","4C-12-041-07","4C-12-041",32,1
"3126","4C-12-041-08","4C-12-041",28,1
"3127","4C-12-042-01","4C-12-042",30,3
"3128","4C-12-042-02","4C-12-042",35,2
"3129","4C-12-042-03","4C-12-042",60,2
"3130","4C-12-042-04","4C-12-042",38,2
"3131","4C-12-042-05","4C-12-042",26,2
"3132","4C-12-042-06","4C-12-042",60,2
"3133","4C-12-042-07","4C-12-042",25,1
"3134","4C-12-043-01","4C-12-043",30,3
"3135","4C-12-043-02","4C-12-043",31,3
"3136","4C-12-043-03","4C-12-043",55,3
"3137","4C-12-043-04","4C-12-043",5,3
"3138","4C-12-044-01","4C-12-044",9,2
"3139","4C-12-044-02","4C-12-044",30,2
"3140","4C-12-044-03","4C-12-044",68,1
"3141","4C-12-044-04","4C-12-044",32,1
"3142","4C-12-044-05","4C-12-044",55,1
"3143","4C-12-045-01","4C-12-045",29,3
"3144","4C-12-045-02","4C-12-045",29,2
"3145","4C-12-045-03","4C-12-045",55,2
"3146","4C-12-045-04","4C-12-045",30,2
"3147","4C-12-045-05","4C-12-045",28,1
"3148","4C-12-045-06","4C-12-045",60,2
"3149","4C-12-045-07","4C-12-045",16,2
"3150","4C-12-045-08","4C-12-045",31,2
"3151","4C-12-045-09","4C-12-045",29,2
"3152","4C-12-045-10","4C-12-045",10,2
"3153","4C-12-046-01","4C-12-046",65,3
"3154","4C-12-046-02","4C-12-046",62,3
"3155","4C-12-046-03","4C-12-046",30,3
"3156","4C-12-046-04","4C-12-046",32,2
"3157","4C-12-046-05","4C-12-046",27,3
"3158","4C-12-047-01","4C-12-047",34,3
"3159","4C-12-047-02","4C-12-047",31,3
"3160","4C-12-047-03","4C-12-047",59,2
"3161","4C-12-047-04","4C-12-047",61,2
"3162","4C-12-047-05","4C-12-047",51,2
"3163","4C-12-047-06","4C-12-047",47,1
"3164","4C-12-047-07","4C-12-047",33,2
"3165","4C-12-048-01","4C-12-048",27,3
"3166","4C-12-048-02","4C-12-048",27,2
"3167","4C-12-048-03","4C-12-048",49,2
"3168","4C-12-048-04","4C-12-048",14,2
"3169","4C-12-048-05","4C-12-048",69,2
"3170","4C-12-048-06","4C-12-048",19,1
"3171","4C-12-048-07","4C-12-048",54,2
